,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2754,single,Holders of other higher courses,1,Management (evening attendance),evening,Higher education - degree (1st cycle),130.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",130.0,0,0,0,1,male,0,38,0,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51,Dropout
2755,single,Holders of other higher courses,1,Social Service,daytime,Higher education - degree (1st cycle),130.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",130.0,0,0,0,1,male,0,37,0,11,16,23,15,11.733333333333333,0,6,11,17,9,11.88888888888889,0,15.5,2.8,-4.06,Non-Dropout
2756,single,Over 23 years old,2,Management,daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,104.0,0,0,0,0,male,0,26,0,0,5,8,1,10.0,0,0,5,9,1,10.0,0,10.8,1.4,1.74,Dropout
2757,single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization course,110.0,Portuguese,Higher Education - Degree,Higher Education - Doctorate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,110.0,0,0,0,1,male,0,23,0,0,6,19,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
2758,single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization course,120.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",120.0,0,0,0,1,male,0,23,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Non-Dropout
2759,single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization course,130.0,Portuguese,Higher Education - Bachelor's,Higher Education - Degree,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130.0,0,0,0,1,male,0,20,0,0,6,12,4,10.8,0,0,6,13,4,12.0,0,12.4,0.5,1.79,Non-Dropout
2760,single,Over 23 years old,1,Nursing,daytime,Higher education - master's,150.0,Portuguese,Higher Education - Degree,Basic Education 2nd Cycle,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",127.0,1,0,0,1,male,0,26,0,2,7,8,6,13.046666666666669,0,2,8,10,7,13.30625,0,11.1,0.6,2.02,Dropout
2761,single,Change of course,1,Social Service (evening attendance),evening,Secondary education,120.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",100.0,0,0,0,1,female,0,45,0,5,9,13,8,11.0,0,3,7,10,6,10.833333333333334,0,12.7,3.7,-1.7,Non-Dropout
2762,single,Over 23 years old,1,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,100.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",111.0,1,0,0,1,female,1,26,0,0,6,10,3,12.333333333333334,0,0,6,14,3,11.666666666666666,0,7.6,2.6,0.32,Non-Dropout
2763,single,Change of course,1,Social Service (evening attendance),evening,Higher education - degree,133.1,Portuguese,12th Year - Not Completed,12th Year - Not Completed,Other Situation,Other Situation,130.0,0,0,0,1,female,0,26,0,8,11,16,10,11.8,0,3,7,7,7,13.285714285714286,0,7.6,2.6,0.32,Non-Dropout
2764,single,Over 23 years old,1,Management (evening attendance),evening,Secondary education,130.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,130.1,0,0,0,1,female,0,25,0,0,5,8,3,11.0,0,0,5,8,3,11.25,0,10.8,1.4,1.74,Non-Dropout
2765,single,1st phase - special contingent (Madeira Island),4,Nursing,daytime,Secondary education,145.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,Administrative staff,127.5,1,0,0,1,female,0,18,0,0,8,8,8,13.11,0,0,8,8,8,13.11,0,9.4,-0.8,-3.12,Non-Dropout
2766,single,Holders of other higher courses,1,Nursing,daytime,Higher education - degree,130.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",130.0,1,0,0,1,female,0,27,0,0,8,8,7,14.414285714285716,0,0,8,8,7,14.414285714285716,0,12.7,3.7,-1.7,Non-Dropout
2767,legally separated,2nd phase - general contingent,3,Social Service (evening attendance),evening,Secondary education,115.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,"Personal Services, Security and Safety Workers and Sellers",Other Situation,115.0,0,0,0,0,female,0,24,0,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
2768,single,2nd phase - general contingent,1,Management,daytime,Secondary education,124.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Armed Forces Professions,126.8,1,0,0,1,female,0,20,0,0,5,8,5,12.333333333333334,0,0,5,7,5,12.2,0,15.5,2.8,-4.06,Non-Dropout
2769,single,1st phase - general contingent,1,Nursing,daytime,Secondary education,124.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Unskilled Workers,Installation and Machine Operators and Assembly Workers,116.7,1,0,0,1,female,1,18,0,0,7,9,0,0.0,0,0,7,8,1,10.0,0,15.5,2.8,-4.06,Dropout
2770,single,2nd phase - general contingent,6,Oral Hygiene,daytime,Secondary education,134.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",128.5,1,0,0,1,female,1,18,0,0,7,9,7,14.1,0,0,8,8,8,13.3125,0,12.7,3.7,-1.7,Non-Dropout
2771,single,1st phase - general contingent,4,Nursing,daytime,Secondary education,137.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,127.5,1,0,0,1,female,0,18,0,0,8,8,8,13.045,0,0,8,8,8,13.045,0,9.4,-0.8,-3.12,Non-Dropout
2772,single,1st phase - general contingent,1,Nursing,daytime,Secondary education,124.0,Portuguese,Basic Education 3rd Cycle,Basic education 1st cycle,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,117.5,1,0,0,1,male,0,19,0,0,8,10,5,12.858,3,0,8,10,5,12.858,3,9.4,-0.8,-3.12,Non-Dropout
2773,single,Transfer,3,Nursing,daytime,Secondary education,136.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,Administrative staff,148.8,1,0,0,1,female,1,19,0,0,8,8,8,14.2525,0,0,8,8,8,14.2525,0,9.4,-0.8,-3.12,Non-Dropout
2774,single,1st phase - general contingent,4,Nursing,daytime,Secondary education,126.0,Portuguese,Other - 11th Year,Secondary Education - 12th Year,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,120.2,0,0,0,1,female,1,19,0,0,7,9,5,14.06,0,0,7,9,7,11.242857142857142,0,12.4,0.5,1.79,Non-Dropout
2775,single,1st phase - general contingent,4,Nursing,daytime,Secondary education,142.0,Portuguese,Basic Education 2nd Cycle,Basic education 1st cycle,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",127.3,1,0,0,1,female,0,18,0,0,8,8,7,15.075714285714286,0,0,8,8,7,15.075714285714286,0,10.8,1.4,1.74,Non-Dropout
2776,single,2nd phase - general contingent,2,Animation and Multimedia Design,daytime,Secondary education,141.0,Portuguese,Basic Education 3rd Cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,136.1,1,0,0,1,female,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Non-Dropout
2777,single,Change of course,2,Advertising and Marketing Management,daytime,Secondary education,129.0,Portuguese,Higher Education - Degree,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",122.4,1,0,0,1,female,0,19,0,0,5,5,4,13.75,0,0,6,9,5,12.6,0,12.7,3.7,-1.7,Non-Dropout
2778,single,Holders of other higher courses,0,Agronomy,daytime,Higher education - degree,130.0,Portuguese,Secondary Education - 12th Year,Basic education 1st cycle,Administrative staff,Unskilled Workers,130.0,1,0,0,1,female,0,23,0,10,17,28,17,13.15,2,8,12,22,12,13.214285714285714,0,15.5,2.8,-4.06,Non-Dropout
2779,single,1st phase - general contingent,2,Social Service,daytime,Secondary education,136.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",121.7,1,0,0,1,female,1,21,0,0,6,9,5,12.333333333333334,0,0,6,7,5,11.8,0,13.9,-0.3,0.79,Non-Dropout
2780,single,1st phase - general contingent,3,Nursing,daytime,Secondary education,137.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",122.7,1,0,0,1,female,1,18,0,0,7,8,7,13.778571428571428,0,0,8,10,8,13.122222222222222,0,16.2,0.3,-0.92,Non-Dropout
2781,single,1st phase - general contingent,1,Basic Education,daytime,Secondary education,125.0,Portuguese,Unknown,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,129.2,1,0,1,0,female,0,20,0,0,6,12,3,10.333333333333334,0,0,6,14,1,11.0,0,10.8,1.4,1.74,Dropout
2782,single,Change of course,1,Journalism and Communication,daytime,Secondary education,119.0,Portuguese,Basic Education 3rd Cycle,Basic education 1st cycle,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",105.0,1,0,0,1,female,0,23,0,0,6,11,3,11.333333333333334,0,0,6,7,2,11.0,0,16.2,0.3,-0.92,Non-Dropout
2783,single,1st phase - general contingent,1,Social Service,daytime,Secondary education,132.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",129.9,1,0,0,1,female,0,20,0,0,6,7,5,13.2,0,0,6,6,6,12.666666666666666,0,10.8,1.4,1.74,Non-Dropout
2784,single,1st phase - general contingent,1,Communication Design,daytime,Secondary education,152.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",136.3,0,0,0,1,female,1,18,0,1,6,8,6,13.571428571428571,1,0,6,11,6,12.375,0,13.9,-0.3,0.79,Non-Dropout
2785,single,1st phase - general contingent,1,Social Service (evening attendance),evening,Secondary education,125.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",114.9,0,0,0,1,female,0,29,0,8,11,14,11,12.75,0,3,7,7,7,13.428571428571429,0,9.4,-0.8,-3.12,Non-Dropout
2786,single,Over 23 years old,1,Journalism and Communication,daytime,12th year of schooling - not completed,133.1,Portuguese,Basic Education 2nd Cycle,Secondary Education - 12th Year,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,102.0,1,0,0,1,male,0,28,0,0,6,11,3,13.0,0,0,6,15,1,12.0,0,7.6,2.6,0.32,Dropout
2787,single,1st phase - general contingent,3,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",111.3,1,0,0,1,male,0,19,0,0,5,7,3,11.333333333333334,0,0,5,7,4,11.0,0,9.4,-0.8,-3.12,Non-Dropout
2788,single,Over 23 years old,1,Advertising and Marketing Management,daytime,Secondary education,148.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",130.9,0,0,1,0,male,0,24,0,0,6,12,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
2789,single,Over 23 years old,1,Animation and Multimedia Design,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",100.0,0,0,1,1,male,1,33,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
2790,single,2nd phase - general contingent,1,Management,daytime,Secondary education,115.0,Portuguese,Basic Education 3rd Cycle,Basic education 1st cycle,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",112.9,1,0,0,0,male,0,19,0,0,5,7,2,12.5,0,0,5,13,1,11.0,0,9.4,-0.8,-3.12,Dropout
2791,single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,120.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Unskilled Workers,Intermediate Level Technicians and Professions,112.7,0,0,0,1,male,0,19,0,0,6,7,6,14.857142857142858,0,0,6,8,6,14.142857142857142,0,11.1,0.6,2.02,Non-Dropout
2792,divorced,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",143.0,0,0,0,1,male,0,37,0,3,9,13,8,12.0,0,2,7,8,7,11.571428571428571,0,12.7,3.7,-1.7,Non-Dropout
2793,single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,168.0,Portuguese,Basic Education 2nd Cycle,Basic education 1st cycle,Unskilled Workers,Installation and Machine Operators and Assembly Workers,155.1,1,0,1,0,male,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Non-Dropout
2794,divorced,Over 23 years old,1,Management (evening attendance),evening,Secondary education,130.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,127.6,0,0,0,1,male,0,29,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Non-Dropout
2795,married,Over 23 years old,1,Nursing,daytime,Basic education 2nd cycle (6th/7th/8th year) or equiv.,133.1,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Intermediate Level Technicians and Professions,146.6,0,0,0,1,male,0,37,0,0,7,8,7,12.828571428571427,0,0,8,8,8,12.6875,0,13.9,-0.3,0.79,Non-Dropout
2796,single,Over 23 years old,1,Nursing,daytime,Secondary education,137.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,141.0,0,0,0,1,male,0,36,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
2797,single,1st phase - general contingent,2,Advertising and Marketing Management,daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.6,1,0,0,1,male,0,19,0,0,6,6,6,13.333333333333334,0,0,6,8,5,14.0,0,8.9,1.4,3.51,Non-Dropout
2798,single,Transfer,1,Nursing,daytime,Secondary education,150.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Unskilled Workers,Intermediate Level Technicians and Professions,110.0,1,0,0,1,male,1,33,0,6,14,20,14,13.072857142857144,6,6,14,20,14,13.072857142857144,6,9.4,-0.8,-3.12,Non-Dropout
2799,single,Transfer,1,Informatics Engineering,daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",108.6,0,0,0,0,male,0,34,0,2,7,13,5,12.0,0,2,7,7,3,11.0,0,15.5,2.8,-4.06,Dropout
2800,single,1st phase - general contingent,1,Tourism,daytime,Secondary education,145.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,134.9,1,0,0,1,female,0,18,0,0,6,6,6,15.5,0,0,6,6,6,16.0,0,12.4,0.5,1.79,Non-Dropout
2801,single,Technological specialization diploma holders,1,Equinculture,daytime,Technological specialization course,120.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Specialists in Intellectual and Scientific Activities,Administrative staff,120.0,1,0,0,1,female,0,20,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
2802,single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary education,142.0,Portuguese,Basic Education 3rd Cycle,Basic education 1st cycle,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",141.3,0,0,0,1,female,1,19,0,0,6,7,6,14.714285714285714,0,0,6,6,6,15.166666666666666,0,13.9,-0.3,0.79,Non-Dropout
2803,single,1st phase - general contingent,3,Veterinary Nursing,daytime,Secondary education,147.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled Workers,Legislative/Executive/Directors,135.6,1,0,0,1,female,0,20,0,0,6,7,6,16.714285714285715,0,0,6,6,6,15.333333333333334,0,13.9,-0.3,0.79,Non-Dropout
2804,single,1st phase - general contingent,1,Social Service,daytime,Secondary education,125.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,121.5,1,0,0,1,female,1,19,0,0,6,9,6,10.857142857142858,0,0,6,7,6,11.666666666666666,0,12.4,0.5,1.79,Non-Dropout
2805,single,1st phase - general contingent,4,Nursing,daytime,Secondary education,126.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,125.0,1,0,0,1,female,0,19,0,0,7,8,6,11.658333333333331,0,0,8,11,6,12.416666666666666,0,12.4,0.5,1.79,Non-Dropout
2806,single,3rd phase - general contingent,2,Journalism and Communication,daytime,Secondary education,132.0,Guinean,Basic education 1st cycle,Basic Education 3rd Cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",119.1,1,0,0,1,female,1,22,1,0,6,8,5,11.6,0,0,6,7,6,12.0,0,9.4,-0.8,-3.12,Non-Dropout
2807,single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary education,122.0,Portuguese,Other - 11th Year,Other - 11th Year,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",126.6,1,0,0,1,female,0,18,0,0,6,8,6,14.625,0,0,6,9,6,14.142857142857142,0,11.1,0.6,2.02,Non-Dropout
2808,single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Unskilled Workers,Unskilled Workers,116.7,0,0,0,1,female,1,18,0,0,6,6,6,12.166666666666666,0,0,6,8,6,12.666666666666666,0,12.4,0.5,1.79,Non-Dropout
